CustomerID,TotalQuantity,TotalSpending,Country,TransactionCount
14465,405,1058.62,United Kingdom,130
14466,1006,2272.40,United Kingdom,72
14467,278,598.76,United Kingdom,90
14470,193,461.19,United Kingdom,43
14472,1160,1936.84,United Kingdom,281
14473,88,234.34,United Kingdom,7
14474,140,547.66,United Kingdom,29
14475,447,925.85,United Kingdom,42
14476,132,215.70,United Kingdom,19
14477,720,1309.60,United Kingdom,10
14479,117,316.25,United Kingdom,18
14480,143,279.05,United Kingdom,13
14481,489,636.51,United Kingdom,30
14482,1646,2068.15,United Kingdom,144
14483,97,137.10,United Kingdom,9
14484,210,321.92,United Kingdom,14
14485,71,165.75,United Kingdom,47
14487,735,1196.33,United Kingdom,144
14488,799,1064.28,United Kingdom,46
14489,299,463.38,United Kingdom,30
14491,139,340.93,United Kingdom,17
14493,1285,2383.24,United Kingdom,120
14494,92,139.56,United Kingdom,7
14495,62,123.80,United Kingdom,6
14496,159,538.81,United Kingdom,19
14497,235,475.37,United Kingdom,29
14498,1098,1957.32,United Kingdom,193
14499,501,815.32,United Kingdom,194
14500,117,356.85,United Kingdom,7
14501,161,251.21,United Kingdom,10
14502,1498,2470.67,United Kingdom,624
14503,2004,3543.26,United Kingdom,164
14504,308,673.26,United Kingdom,107
14505,2759,5905.64,United Kingdom,799
14506,730,2012.17,United Kingdom,316
14507,600,1383.18,United Kingdom,96
14508,131,276.42,United Kingdom,57
14511,784,1314.81,United Kingdom,68
14512,122,275.28,United Kingdom,23
14513,361,455.59,United Kingdom,12
14514,589,1055.35,United Kingdom,73
14515,1134,2102.09,United Kingdom,101
14517,91,330.45,United Kingdom,18
14518,278,174.37,United Kingdom,16
14520,146,270.60,United Kingdom,4
14522,525,974.54,United Kingdom,17
14523,251,241.09,United Kingdom,12
14524,676,1867.68,United Kingdom,203
14525,2696,4332.20,United Kingdom,291
14527,2089,8508.82,United Kingdom,972
14528,278,364.22,United Kingdom,18
14529,348,620.04,United Kingdom,229
14530,1410,2925.91,United Kingdom,216
14532,284,932.85,United Kingdom,64
14533,4019,1949.72,United Kingdom,62
14534,2047,4447.05,United Kingdom,519
14535,1831,2864.19,United Kingdom,330
14536,40,171.80,United Kingdom,19
14537,120,355.56,United Kingdom,10
14538,155,388.25,United Kingdom,19
14539,428,537.48,United Kingdom,32
14540,421,996.26,United Kingdom,76
14541,647,1461.65,United Kingdom,111
14542,19,103.25,United Kingdom,5
14543,679,3630.33,United Kingdom,72
14544,1543,2024.45,United Kingdom,114
14546,1317,2578.09,United Kingdom,399
14547,2668,4007.54,United Kingdom,366
14548,256,652.80,United Kingdom,4
14549,136,289.24,United Kingdom,56
14550,394,765.62,United Kingdom,48
14551,106,186.23,United Kingdom,10
14552,91,165.07,United Kingdom,58
14553,493,859.27,United Kingdom,113
14554,1478,2381.04,United Kingdom,216
14555,130,324.14,United Kingdom,21
14557,510,788.38,United Kingdom,16
14560,1260,2237.77,United Kingdom,74
14561,1014,1080.76,United Kingdom,69
14562,1834,5074.77,United Kingdom,423
14565,1540,3099.12,United Kingdom,127
14566,800,1432.00,Channel Islands,4
14567,412,1530.36,United Kingdom,33
14569,79,227.39,United Kingdom,12
14570,95,218.06,United Kingdom,29
14572,1428,2832.84,United Kingdom,270
14573,544,1653.42,United Kingdom,235
14576,12,35.40,United Kingdom,1
14577,353,859.71,United Kingdom,123
14578,240,168.63,United Kingdom,24
14581,217,138.60,United Kingdom,17
14582,73,114.11,United Kingdom,6
14583,792,1052.55,United Kingdom,330
14584,383,1042.26,United Kingdom,100
14585,91,157.05,United Kingdom,29
14586,444,237.36,United Kingdom,19
14587,761,1601.14,United Kingdom,383
14589,5,39.75,United Kingdom,3
14591,1297,1447.14,United Kingdom,197
14592,415,570.46,United Kingdom,164
14593,332,617.99,United Kingdom,152
14594,185,379.83,United Kingdom,53
14595,978,1740.60,United Kingdom,102
14597,577,883.15,United Kingdom,55
14598,189,221.97,United Kingdom,50
14600,125,393.33,United Kingdom,25
14601,168,213.96,United Kingdom,7
14603,400,660.00,United Kingdom,2
14606,6224,12156.65,United Kingdom,2700
14607,11766,16569.50,United Kingdom,86
14608,437,1785.15,United Kingdom,20
14609,7026,601.56,United Kingdom,4
14616,104,406.08,United Kingdom,3
14618,264,553.44,United Kingdom,16
14619,152,394.44,United Kingdom,20
14620,214,412.78,United Kingdom,26
14621,993,1788.36,United Kingdom,92
14622,146,320.58,United Kingdom,21
14623,419,889.25,United Kingdom,134
14624,162,225.85,United Kingdom,13
14625,335,899.63,United Kingdom,53
14626,1403,2791.27,United Kingdom,122
14628,272,671.96,United Kingdom,24
14629,380,959.01,United Kingdom,152
14631,622,1006.98,United Kingdom,41
14632,96,114.56,United Kingdom,8
14633,96,344.90,United Kingdom,20
14636,241,609.85,United Kingdom,28
14638,166,443.60,United Kingdom,16
14639,1431,2984.49,United Kingdom,172
14640,886,2125.08,United Kingdom,106
14641,90,110.46,United Kingdom,7
14642,76,96.12,United Kingdom,2
14643,815,693.81,United Kingdom,31
14644,258,830.76,United Kingdom,26
14645,381,597.09,United Kingdom,30
14646,197491,280206.02,Netherlands,2080
14647,95,243.22,United Kingdom,30
14649,1018,1417.29,United Kingdom,199
14651,344,654.60,United Kingdom,102
14652,53,114.18,United Kingdom,29
14653,950,1947.55,United Kingdom,237
14655,1089,1932.23,United Kingdom,49
14656,120,291.05,United Kingdom,80
14657,466,848.22,United Kingdom,126
14658,47,247.15,United Kingdom,29
14659,1195,2529.93,United Kingdom,253
14660,228,285.74,United Kingdom,30
14661,35,107.95,United Kingdom,4
14662,602,771.17,United Kingdom,168
14664,466,637.89,United Kingdom,99
14665,740,1835.70,United Kingdom,90
14666,161,195.25,United Kingdom,14
14667,5385,9241.20,United Kingdom,573
14669,775,1269.99,United Kingdom,170
14670,337,411.53,United Kingdom,132
14672,454,765.55,United Kingdom,61
14673,1004,1736.40,United Kingdom,74
14675,341,604.75,United Kingdom,102
14676,2500,2548.24,United Kingdom,42
14680,13476,28754.11,United Kingdom,258
14681,76,498.95,United Kingdom,7
14682,80,52.00,United Kingdom,2
14684,853,1236.28,United Kingdom,421
14687,470,628.38,United Kingdom,15
14688,3621,5630.87,United Kingdom,327
14689,76,112.80,United Kingdom,13
14690,170,371.70,United Kingdom,50
14691,707,2114.33,United Kingdom,71
14692,265,591.55,United Kingdom,68
14693,34,172.90,United Kingdom,8
14696,1630,2078.95,United Kingdom,130
14697,181,188.61,United Kingdom,22
14698,615,1250.76,United Kingdom,210
14699,77,109.13,United Kingdom,8
14700,1342,2235.30,United Kingdom,115
14701,932,2549.37,United Kingdom,335
14702,1454,3292.14,United Kingdom,347
14703,183,318.17,United Kingdom,22
14704,1082,1546.91,United Kingdom,415
14705,100,179.00,United Kingdom,1
14708,621,1126.37,United Kingdom,28
14709,2484,4921.04,United Kingdom,196
14710,378,606.13,United Kingdom,139
14711,978,2868.80,United Kingdom,357
14712,315,917.07,United Kingdom,25
14713,1615,2666.36,United Kingdom,339
14714,229,160.19,United Kingdom,10
14715,521,867.38,United Kingdom,71
14716,604,329.68,United Kingdom,55
14719,1032,1602.13,United Kingdom,237
14720,219,663.81,United Kingdom,37
14722,120,187.92,United Kingdom,29
14723,695,1158.30,United Kingdom,278
14725,593,718.08,United Kingdom,52
14727,62,268.58,United Kingdom,10
14729,197,313.49,United Kingdom,71
14730,1132,2005.06,United Kingdom,501
14731,256,380.02,United Kingdom,45
14732,1405,2702.49,United Kingdom,147
14733,3764,9585.91,United Kingdom,202
14735,2264,6065.69,United Kingdom,194
14737,345,1164.55,United Kingdom,17
14738,601,1314.45,United Kingdom,54
14739,3820,3902.28,United Kingdom,60
14740,735,1448.21,United Kingdom,89
14741,841,1400.34,United Kingdom,59
14744,627,1099.98,United Kingdom,26
14745,1038,1220.26,United Kingdom,69
14747,84,328.20,United Kingdom,18
14748,1223,1415.75,United Kingdom,89
14752,260,389.64,United Kingdom,5
14753,211,563.15,United Kingdom,30
14754,486,638.05,United Kingdom,41
14755,2219,5010.28,United Kingdom,235
14756,416,738.96,United Kingdom,38
14757,160,420.50,United Kingdom,19
14758,419,1484.06,United Kingdom,71
14759,569,1625.97,United Kingdom,102
14760,40,89.20,United Kingdom,5
14761,118,255.90,United Kingdom,11
14762,341,300.52,United Kingdom,21
14764,190,278.30,United Kingdom,6
14765,135,254.11,United Kingdom,39
14766,1349,2473.37,United Kingdom,135
14768,52,192.60,United Kingdom,5
14769,7436,10674.75,United Kingdom,1090
14770,490,876.42,United Kingdom,52
14772,82,139.26,United Kingdom,9
14775,1174,1011.90,United Kingdom,60
14776,3134,2538.30,United Kingdom,117
14778,306,730.86,United Kingdom,35
14779,84,386.15,United Kingdom,41
14780,310,447.68,United Kingdom,27
14782,114,200.10,United Kingdom,6
14784,237,289.99,United Kingdom,15
14785,84,77.40,United Kingdom,3
14788,421,679.44,United Kingdom,30
14789,116,197.64,United Kingdom,6
14790,699,745.06,United Kingdom,46
14792,2,6.20,United Kingdom,2
14793,91,228.99,United Kingdom,14
14794,673,1319.91,United Kingdom,80
14795,17,131.45,United Kingdom,6
14796,6025,8022.49,United Kingdom,1141
14798,150,173.74,United Kingdom,12
14799,146,157.70,United Kingdom,13
14800,3655,4339.74,United Kingdom,385
14801,175,193.14,United Kingdom,59
14803,370,845.55,United Kingdom,44
14804,121,353.27,United Kingdom,12
14805,115,554.65,United Kingdom,47
14806,330,193.39,United Kingdom,11
14808,2147,2741.17,United Kingdom,235
14810,1016,2087.88,United Kingdom,255
14813,67,155.43,United Kingdom,30
14815,744,778.50,United Kingdom,53
14816,5,271.85,United Kingdom,4
14817,655,1110.34,United Kingdom,63
14818,324,657.80,United Kingdom,48
14819,109,272.07,United Kingdom,13
14820,253,507.29,United Kingdom,29
14821,20,48.80,United Kingdom,2
14823,88,321.43,United Kingdom,70
14824,525,1127.71,United Kingdom,29
14825,991,2226.91,United Kingdom,121
14828,2172,2139.76,United Kingdom,17
14829,452,697.55,United Kingdom,42
14830,169,197.13,United Kingdom,40
14834,734,1720.30,United Kingdom,67
14836,45,102.45,United Kingdom,6
14837,1436,1649.50,United Kingdom,108
14840,31,62.85,United Kingdom,4
14841,1778,3295.76,United Kingdom,138
14842,1166,2824.69,United Kingdom,145
14844,1833,3189.81,United Kingdom,130
14847,120,309.40,United Kingdom,13
14849,5694,7930.54,United Kingdom,388
14850,293,325.75,United Kingdom,21
14851,325,511.35,United Kingdom,28
14852,1747,2836.69,United Kingdom,143
14853,82,475.80,United Kingdom,9
14854,1832,2759.83,United Kingdom,127
14855,267,645.65,United Kingdom,20
14856,714,1311.38,United Kingdom,66
14857,464,1173.12,United Kingdom,60
14859,671,1353.74,United Kingdom,58
14860,232,170.32,United Kingdom,11
14861,117,125.79,United Kingdom,6
14862,772,841.20,United Kingdom,48
14863,132,266.76,United Kingdom,11
14865,108,52.20,United Kingdom,4
14866,6752,14389.90,United Kingdom,99
14867,328,710.28,United Kingdom,36
14868,1405,2953.59,United Kingdom,144
14869,550,725.70,United Kingdom,71
14870,119,327.25,United Kingdom,13
14871,185,522.38,United Kingdom,98
14873,168,519.68,United Kingdom,28
14875,558,1465.32,United Kingdom,47
14878,802,1485.54,United Kingdom,124
14880,373,706.19,United Kingdom,47
14881,316,255.40,United Kingdom,17
14882,158,589.70,United Kingdom,11
14883,790,761.59,United Kingdom,53
14885,724,765.32,United Kingdom,15
14886,160,364.80,United Kingdom,18
14887,1100,1862.00,United Kingdom,6
14888,184,369.20,United Kingdom,20
14889,90,135.90,United Kingdom,10
14890,51,125.65,United Kingdom,7
14891,505,554.38,United Kingdom,33
14893,799,1237.85,United Kingdom,73
14894,265,655.75,United Kingdom,23
14895,4851,11138.71,United Kingdom,498
14896,279,468.77,United Kingdom,43
14897,468,1366.38,United Kingdom,55
14898,1020,1303.52,United Kingdom,116
14901,661,1421.29,United Kingdom,96
14902,218,332.66,United Kingdom,20
14903,1536,2810.63,United Kingdom,355
14904,1985,1025.44,United Kingdom,69
14905,287,616.15,United Kingdom,17
14907,1691,3501.10,United Kingdom,165
14908,132,277.80,United Kingdom,9
14910,238,434.35,United Kingdom,30
14911,80515,143825.06,EIRE,5677
14912,971,867.85,Italy,27
14913,1743,1227.43,United Kingdom,87
14915,112,307.48,United Kingdom,12
14916,1136,1268.98,United Kingdom,77
14918,675,1610.15,United Kingdom,45
14920,509,977.77,United Kingdom,57
14921,953,1316.07,United Kingdom,78
14923,418,749.10,United Kingdom,44
14924,64,310.05,United Kingdom,10
14929,136,223.88,United Kingdom,11
14930,1166,2372.86,Channel Islands,128
14931,417,1257.68,Channel Islands,41
14932,80,363.53,Channel Islands,17
14934,1042,1890.94,Channel Islands,87
14935,935,1784.71,Channel Islands,10
14936,4085,8137.02,Channel Islands,364
14937,484,1621.88,Channel Islands,34
14944,2815,5900.25,United Kingdom,170
14946,22,100.90,United Kingdom,3
14947,179,290.82,United Kingdom,14
14948,673,1101.97,United Kingdom,63
14950,136,371.20,United Kingdom,19
14951,311,311.69,United Kingdom,20
14952,3355,8099.49,United Kingdom,138
14953,225,289.82,United Kingdom,55
14954,127,336.17,United Kingdom,85
14957,34,58.49,United Kingdom,12
14958,129,499.68,United Kingdom,42
14959,494,695.42,United Kingdom,59
14960,221,221.27,United Kingdom,27
14961,3708,7044.68,United Kingdom,312
14962,44,126.70,United Kingdom,5
14963,1176,1487.80,United Kingdom,198
14964,143,206.21,United Kingdom,13
14965,365,599.00,United Kingdom,83
14966,187,191.32,United Kingdom,38
14967,140,463.80,United Kingdom,6
14968,127,147.59,United Kingdom,37
14970,250,1592.06,United Kingdom,34
14971,644,1116.57,United Kingdom,160
14972,28,114.77,United Kingdom,18
14973,369,1314.45,United Kingdom,32
14974,44,114.39,United Kingdom,21
14975,380,279.94,United Kingdom,11
14976,234,790.86,United Kingdom,72
14978,525,1931.42,United Kingdom,216
14981,97,102.12,United Kingdom,8
14984,60,213.27,United Kingdom,41
14985,260,296.75,United Kingdom,87
14987,128,326.40,United Kingdom,4
14988,141,334.54,United Kingdom,40
14995,103,233.23,United Kingdom,61
14997,1120,546.20,United Kingdom,26
14998,270,429.87,United Kingdom,75
15000,218,490.52,United Kingdom,77
15002,862,1641.76,United Kingdom,115
15004,630,1246.32,United Kingdom,158
15005,4247,6316.57,United Kingdom,1119
15006,302,502.09,United Kingdom,144
15007,69,156.91,United Kingdom,12
15009,642,1261.78,United Kingdom,182
15010,184,308.94,United Kingdom,20
15012,231,423.04,United Kingdom,128
15014,151,260.17,United Kingdom,35
15016,76,170.04,United Kingdom,20
15017,63,125.58,United Kingdom,20
15018,189,496.21,United Kingdom,31
15019,159,266.00,United Kingdom,70
15021,847,1914.82,United Kingdom,472
15022,543,905.04,United Kingdom,135
15023,2871,6802.76,United Kingdom,562
15024,920,1661.33,United Kingdom,155
15025,189,377.01,United Kingdom,72
15026,285,469.00,United Kingdom,61
15027,565,1066.15,United Kingdom,35
15028,459,627.13,United Kingdom,48
15030,372,518.28,United Kingdom,7
15031,401,668.14,United Kingdom,111
15032,2968,4959.10,United Kingdom,52
15033,1695,2586.67,United Kingdom,510
15034,2422,4308.61,United Kingdom,394
15035,245,252.73,United Kingdom,27
15036,327,465.55,United Kingdom,127
15038,217,705.49,United Kingdom,130
15039,9209,19914.44,United Kingdom,1502
15041,104,180.35,United Kingdom,67
15042,30,135.93,United Kingdom,5
15043,300,537.00,United Kingdom,3
15044,2795,7700.23,United Kingdom,453
15045,114,735.66,United Kingdom,12
15046,3451,5213.77,United Kingdom,206
15047,222,343.62,United Kingdom,22
15048,195,384.05,United Kingdom,97
15049,63,121.17,United Kingdom,3
15050,1224,1782.09,United Kingdom,78
15051,1011,1391.61,United Kingdom,143
15052,82,215.78,United Kingdom,30
15053,986,697.79,United Kingdom,71
15054,198,302.10,United Kingdom,114
15057,668,1489.50,United Kingdom,25
15058,1069,2124.99,United Kingdom,276
15059,604,1337.72,United Kingdom,237
15060,263,303.09,United Kingdom,121
15061,28920,54534.14,United Kingdom,403
15062,763,987.86,United Kingdom,57
15063,56,370.80,United Kingdom,5
15065,1383,3158.13,United Kingdom,155
15066,317,893.59,United Kingdom,42
15067,954,1744.76,United Kingdom,82
15068,364,553.36,United Kingdom,104
15069,520,1109.53,United Kingdom,70
15070,36,106.20,United Kingdom,1
15071,269,982.07,United Kingdom,26
15073,491,1043.41,United Kingdom,54
15074,455,748.87,United Kingdom,42
15075,447,773.03,United Kingdom,27
15076,571,880.85,United Kingdom,49
15078,5105,9743.11,United Kingdom,440
15079,389,895.61,United Kingdom,47
15081,190,504.80,United Kingdom,33
15083,38,88.20,United Kingdom,5
15087,470,306.94,United Kingdom,15
15088,460,1160.07,United Kingdom,57
15089,1359,2420.84,United Kingdom,145
15090,208,381.32,United Kingdom,23
15091,346,480.71,United Kingdom,30
15092,135,457.81,United Kingdom,26
15093,3760,4597.02,United Kingdom,108
15095,1079,1370.60,United Kingdom,47
15096,120,219.39,United Kingdom,11
15097,170,248.08,United Kingdom,25
15098,121,39916.50,United Kingdom,3
15099,343,410.48,United Kingdom,23
15100,80,876.00,United Kingdom,3
15101,241,317.53,United Kingdom,8
15103,329,703.36,United Kingdom,35
15104,637,1027.44,United Kingdom,69
15105,1211,2298.93,United Kingdom,101
15106,1181,1422.52,United Kingdom,100
15107,170,319.50,United Kingdom,17
15108,499,1300.25,European Community,60
15109,131,484.95,United Kingdom,28
15110,246,996.10,United Kingdom,35
15111,710,1567.48,United Kingdom,84
15113,2386,3609.33,United Kingdom,100
15114,3096,2760.56,United Kingdom,197
15115,157,340.11,United Kingdom,21
15116,648,1352.75,United Kingdom,45
15117,1948,1551.78,United Kingdom,79
15118,1440,244.80,United Kingdom,1
15119,88,266.40,United Kingdom,14
15120,296,358.82,United Kingdom,21
15121,199,457.72,United Kingdom,28
15122,800,1633.78,United Kingdom,82
15123,1195,2199.31,United Kingdom,106
15124,233,184.19,United Kingdom,15
15125,6193,11528.48,United Kingdom,127
15127,251,406.53,United Kingdom,16
15128,1343,1471.00,United Kingdom,102
15129,1794,3447.40,United Kingdom,84
15130,197,330.11,United Kingdom,22
15132,679,977.93,United Kingdom,52
15133,680,982.42,United Kingdom,29
15134,887,1387.99,United Kingdom,73
15135,43,139.05,United Kingdom,9
15136,776,1286.70,United Kingdom,68
15139,208,178.96,United Kingdom,13
15140,1572,2354.25,United Kingdom,80
15142,365,498.74,United Kingdom,26
15143,150,259.45,United Kingdom,14
15144,3050,6580.44,United Kingdom,217
15145,756,1194.73,United Kingdom,67
15146,1473,1327.16,United Kingdom,91
15147,366,623.50,United Kingdom,28
15148,187,301.29,United Kingdom,20
15149,128,520.80,United Kingdom,23
15150,3658,5314.47,United Kingdom,343
15152,2704,4745.69,United Kingdom,271
15153,198,329.25,United Kingdom,22
15154,104,296.42,United Kingdom,85
15156,597,961.49,United Kingdom,55
15157,2392,1936.07,United Kingdom,125
15158,198,401.40,United Kingdom,7
15159,11441,18641.01,United Kingdom,710
15160,84,158.16,United Kingdom,4
15163,186,304.47,United Kingdom,29
15164,360,843.05,United Kingdom,103
15165,160,487.75,United Kingdom,27
15167,67,163.00,United Kingdom,41
15168,52,106.56,United Kingdom,5
15171,290,1289.50,United Kingdom,5
15172,1611,1624.05,United Kingdom,110
15174,145,135.75,United Kingdom,11
15175,454,224.14,United Kingdom,23
15178,30,40.50,United Kingdom,3
15179,1938,2206.95,United Kingdom,93
15180,36,87.50,United Kingdom,6
15181,544,689.48,United Kingdom,16
15182,253,622.85,United Kingdom,29
15184,223,406.76,United Kingdom,63
15185,666,310.62,United Kingdom,21
15186,215,411.41,United Kingdom,19
15187,1887,4777.18,United Kingdom,91
15189,6149,16225.39,United Kingdom,212
15192,918,1044.32,United Kingdom,51
15193,144,499.32,United Kingdom,19
15194,5703,7616.53,United Kingdom,310
15195,1404,3861.00,United Kingdom,1
15197,469,1079.61,United Kingdom,32
15198,120,193.64,United Kingdom,10
15199,396,1268.70,United Kingdom,13
15201,1210,1236.54,United Kingdom,69
15203,1753,1827.80,United Kingdom,142
15204,258,316.58,United Kingdom,9
15205,378,653.24,United Kingdom,37
15206,162,420.30,United Kingdom,9
15208,316,870.12,United Kingdom,42
15210,228,331.18,United Kingdom,20
15211,240,894.41,United Kingdom,52
15212,36,101.80,United Kingdom,5
15213,272,328.35,United Kingdom,24
15214,1254,1661.44,United Kingdom,110
15215,225,734.94,United Kingdom,35
15216,28,96.60,United Kingdom,2
15218,3329,5756.89,United Kingdom,166
15219,45,305.75,United Kingdom,9
15220,1393,1778.96,United Kingdom,117
15221,43,403.25,United Kingdom,5
15222,440,585.00,United Kingdom,5
15223,213,755.75,United Kingdom,20
15224,152,322.08,United Kingdom,14
15225,226,409.40,United Kingdom,23
15226,71,154.41,United Kingdom,8
15227,750,1219.40,United Kingdom,58
15228,2255,3386.71,United Kingdom,125
15230,351,429.60,United Kingdom,23
15232,686,612.06,United Kingdom,31
15234,196,197.00,United Kingdom,14
15235,1324,2247.51,United Kingdom,143
15236,269,321.05,United Kingdom,15
15237,1071,1412.32,United Kingdom,99
15238,692,1071.99,United Kingdom,50
15239,594,780.59,United Kingdom,49
15240,1369,1706.57,United Kingdom,78
15241,1818,1756.44,United Kingdom,110
15243,185,316.68,United Kingdom,22
15244,405,631.57,United Kingdom,34
15245,1784,2515.84,United Kingdom,89
15246,247,514.15,United Kingdom,33
15247,160,356.00,United Kingdom,6
15249,3577,6688.46,United Kingdom,350
15251,6171,10484.99,United Kingdom,111
15252,522,740.78,United Kingdom,44
15253,866,918.20,United Kingdom,53
15254,275,300.36,United Kingdom,18
15255,489,890.85,United Kingdom,47
15256,55,98.45,United Kingdom,6
15257,46,317.15,United Kingdom,7
15258,142,623.16,United Kingdom,34
15260,885,1810.77,United Kingdom,77
15261,270,254.82,United Kingdom,19
15262,73,178.95,United Kingdom,10
15263,89,156.51,United Kingdom,12
15264,265,393.74,United Kingdom,23
15265,612,1506.12,United Kingdom,82
15266,18,119.30,United Kingdom,6
15267,944,1717.36,United Kingdom,11
15269,26,408.80,United Kingdom,2
15270,1521,2379.49,United Kingdom,41
15271,1262,2507.07,United Kingdom,274
15272,310,721.94,United Kingdom,63
15274,619,716.57,United Kingdom,47
15275,498,615.14,United Kingdom,41
15276,64,135.31,United Kingdom,52
15277,205,255.90,United Kingdom,12
15279,189,290.51,United Kingdom,19
15280,154,113.12,United Kingdom,16
15281,1211,2332.15,United Kingdom,139
15286,55,240.55,United Kingdom,3
15287,433,486.69,United Kingdom,20
15288,775,2306.52,United Kingdom,88
15289,1008,939.78,United Kingdom,58
15290,4501,7943.22,United Kingdom,204
15291,2103,4668.30,United Kingdom,103
15292,56,180.94,United Kingdom,25
15296,1766,3672.86,United Kingdom,194
15297,292,641.94,United Kingdom,39
15298,3116,4799.90,United Kingdom,192
15299,2948,4507.01,United Kingdom,7
15300,292,496.44,United Kingdom,28
15301,2775,5070.35,United Kingdom,243
15303,248,574.02,United Kingdom,31
15304,104,694.40,United Kingdom,23
15306,810,1174.35,United Kingdom,58
15307,37,205.30,United Kingdom,12
15308,175,310.47,United Kingdom,19
15311,38194,60767.90,United Kingdom,2379
15312,516,924.85,United Kingdom,47
15313,25,52.00,United Kingdom,1
15314,313,327.97,United Kingdom,24
15315,862,570.50,United Kingdom,37
15316,100,165.00,United Kingdom,1
15318,642,312.62,United Kingdom,33
15319,175,204.50,United Kingdom,16
15320,326,267.13,United Kingdom,36
15321,1181,2748.31,United Kingdom,95
15322,416,679.68,United Kingdom,42
15325,232,162.29,United Kingdom,49
15326,386,311.71,United Kingdom,29
15327,116,208.75,United Kingdom,10
15329,486,1049.70,United Kingdom,57
15330,1312,714.96,United Kingdom,13
15332,652,1661.06,Lithuania,35
15333,344,1028.56,United Kingdom,16
15334,274,351.67,United Kingdom,99
15335,80,173.97,United Kingdom,36
15339,416,574.07,United Kingdom,86
15341,812,2020.52,United Kingdom,17
15342,283,406.09,United Kingdom,24
15343,84,364.50,United Kingdom,21
15344,116,563.94,United Kingdom,26
15345,81,393.54,United Kingdom,20
15346,144,252.42,United Kingdom,17
15347,130,201.60,United Kingdom,5
15348,84,158.04,United Kingdom,9
15349,327,473.81,United Kingdom,72
15350,51,115.65,United Kingdom,5
15351,753,1960.11,United Kingdom,225
15353,343,777.02,United Kingdom,63
15355,45,277.05,United Kingdom,14
15356,1673,2766.50,United Kingdom,519
15358,7050,8347.20,United Kingdom,551
15360,223,427.93,United Kingdom,13
15361,336,418.92,United Kingdom,7
15363,144,326.00,United Kingdom,16
15364,493,913.19,United Kingdom,29
15365,1084,2314.32,United Kingdom,114
15366,621,602.51,United Kingdom,44
15367,1057,1877.59,United Kingdom,95
15368,230,446.94,United Kingdom,4
15370,830,2386.05,United Kingdom,94
15372,2924,2007.40,United Kingdom,27
15373,500,2415.91,United Kingdom,132
15374,126,168.00,United Kingdom,3
15376,619,1233.36,United Kingdom,117
15379,2305,3703.29,United Kingdom,194
15380,376,1690.26,United Kingdom,36
15381,171,596.85,United Kingdom,8
15382,4012,5955.71,United Kingdom,302
15384,596,642.41,United Kingdom,41
15385,161,316.88,United Kingdom,12
15386,446,394.14,United Kingdom,31
15388,88,140.54,Canada,10
15389,400,500.00,United Kingdom,1
15392,1277,1535.53,United Kingdom,84
15393,150,231.86,United Kingdom,12
15394,910,2183.54,United Kingdom,85
15395,17,107.45,United Kingdom,7
15396,122,288.18,United Kingdom,14
15397,20,94.00,United Kingdom,6
15398,769,1345.53,United Kingdom,73
15399,611,815.77,United Kingdom,50
15400,390,716.20,United Kingdom,12
15402,694,626.77,United Kingdom,42
15405,193,349.10,United Kingdom,8
15406,254,510.71,United Kingdom,53
15407,558,1056.44,United Kingdom,153
15408,106,267.18,United Kingdom,34
15410,1200,3450.84,United Kingdom,122
15411,530,1358.88,United Kingdom,99
15412,108,190.53,United Kingdom,10
15414,443,774.90,United Kingdom,39
15415,575,572.81,United Kingdom,48
15416,2090,3984.32,United Kingdom,192
15417,284,508.80,United Kingdom,28
15419,230,135.86,United Kingdom,8
15421,500,950.36,United Kingdom,53
15422,38,97.70,United Kingdom,6
15423,101,43.50,United Kingdom,2
15424,554,383.34,United Kingdom,17
15426,674,1447.39,United Kingdom,292
15427,1013,1483.14,United Kingdom,306
15428,102,93.78,United Kingdom,6
15429,380,397.35,United Kingdom,82
15432,65,171.19,United Kingdom,10
15433,534,533.30,United Kingdom,41
15434,647,1041.48,United Kingdom,55
15435,54,149.29,United Kingdom,29
15436,613,1122.53,United Kingdom,329
15437,79,200.16,United Kingdom,45
15438,59,156.58,United Kingdom,25
15440,197,383.68,United Kingdom,62
15442,120,594.00,United Kingdom,2
15443,1663,3236.91,United Kingdom,382
15444,764,1418.26,United Kingdom,219
15445,58,113.50,United Kingdom,5
15447,85,155.17,United Kingdom,9
15448,232,494.64,United Kingdom,28
15449,812,974.52,United Kingdom,60
15450,376,429.84,United Kingdom,30
15452,283,538.73,United Kingdom,58
15453,845,1388.37,United Kingdom,286
15454,86,179.10,United Kingdom,25
15456,660,447.22,United Kingdom,60
15457,132,237.07,United Kingdom,58
15458,156,161.64,United Kingdom,7
15460,109,216.76,United Kingdom,58
15462,172,234.60,United Kingdom,11
15463,106,126.14,United Kingdom,7
15464,350,1048.85,United Kingdom,157
15465,1257,7354.62,United Kingdom,97
15466,246,334.53,United Kingdom,57
15467,310,524.88,United Kingdom,52
15468,155,467.51,United Kingdom,24
15469,153,538.55,United Kingdom,24
15471,266,469.48,United Kingdom,77
15472,251,371.56,United Kingdom,76
15473,672,1771.20,United Kingdom,11
15475,319,454.11,United Kingdom,29
15478,585,1441.42,United Kingdom,46
15480,303,905.50,Malta,45
15482,5020,11054.96,United Kingdom,98
15483,295,233.81,United Kingdom,88
15484,3152,3594.31,United Kingdom,188
